809224,22,0.644131,0,12
1659716,23,1.32555,0,15
56332,17,0.045054,0,13
3832745,25,3.03344,0,17
20305,16,0.016026,0,10
572929,22,0.451261,0,12
840836,22,0.670061,0,14
336804,21,0.263785,0,11
48030,17,0.038091,0,7
523656,21,0.416035,0,13
1183127,23,0.933586,0,15
1229083,23,0.970516,0,11
144153,19,0.114003,0,13
726908,22,0.577052,0,14
119854,19,0.094111,0,13
746437,22,0.588087,0,10
201422,20,0.159082,0,10
463439,21,0.366936,0,19
880730,22,0.699363,0,18
529433,22,0.415768,0,16
25389,16,0.020138,0,14
18803,16,0.014778,0,10
3233556,25,2.54185,0,15
559966,22,0.440572,0,14
1161412,23,0.918464,0,13
3012022,25,2.36015,0,15
533665,21,0.424983,0,15
6472,13,0.005113,0,7
1258485,23,0.994673,0,13
1506581,24,1.18102,0,16
2082556,24,1.6521,0,14
28816,16,0.02292,0,12
57963,18,0.045483,0,16
1339032,23,1.06113,0,13
5227219,26,4.12698,0,14
10582097,27,8.35486,0,17
618550,22,0.488441,0,14
5647709,26,4.46765,0,14
707091,22,0.560234,0,12
3906491,25,3.09307,0,13
13166,14,0.010527,0,8
4826279,25,3.85034,0,19
445186,21,0.353288,0,11
5301125,26,4.18657,0,16
1521264,24,1.19262,0,14
2550556,24,2.01412,0,20
60744,18,0.047826,0,14
1071876,23,0.841859,0,15
542261,21,0.431743,0,11
13426501,28,10.5403,0,16
323493,20,0.256353,0,12
9617303,27,7.57096,0,15
160297,19,0.127249,0,11
5150682,26,4.06453,0,16
86884,18,0.068515,0,12
2296791,24,1.82727,0,16
60654,18,0.047688,0,8
1715624,24,1.35126,0,12
1336827,23,1.05985,0,17
2536222,24,2.02119,0,16
15171649,27,12.1281,0,19
3587527,25,2.83246,0,13
344582,21,0.270517,0,15
599226,22,0.472671,0,18
15073854,28,11.8867,0,14
277227,20,0.221193,0,16
10843669,27,8.57756,0,17
10295974,27,8.12586,0,15
4095213,25,3.24706,0,19
1665813,24,1.31099,0,10
1583030,24,1.24466,0,16
792904,22,0.630771,0,16
12496979,27,9.92907,0,15
5225955,26,4.12619,0,18
4088312,25,3.24115,0,11
4873453,26,3.83768,0,20
214527,20,0.169885,0,14
5735592,26,4.54417,0,16
28881,16,0.023014,0,10
10128430,27,7.99337,0,17
110829,19,0.086784,0,11
3745531,25,2.96318,0,21
12608,15,0.009886,0,11
42323,17,0.033354,0,13
15054,15,0.011861,0,7
3814064,25,3.0183,0,17
51080,17,0.04049,0,11
10083429,27,7.95089,0,17
216000,20,0.171131,0,8
269408,20,0.212605,0,12
9608157,27,7.56412,0,21
4963354,26,3.91112,0,18
761900,22,0.599927,0,12
779904,22,0.619676,0,14
713444,22,0.566017,0,12
156601,19,0.124573,0,17
197513,20,0.155637,0,8
365116,21,0.287085,0,9
1905883,24,1.50533,0,14
3411288,25,2.68621,0,13
