835,22,0.00157259,9.08244,12
1024,23,0.000379788,10.0667,15
72,17,3.0737e-05,9.15079,13
953,25,0.0013923,11.6783,17
91,16,0.000127986,6.72561,10
652,22,0.000851252,9.37182,12
350,22,0.000442833,10.4395,14
612,21,0.000784771,9.81136,11
232,17,0.000438535,7.8625,7
177,21,0.000227429,10.8271,13
511,23,0.000965044,9.97655,15
1037,23,0.00138927,10.3864,11
197,19,0.000381987,8.38938,13
697,22,0.000855244,9.28096,14
239,19,0.000468325,7.90571,13
1622,22,0.00215412,9.72591,10
315,20,0.000112976,8.87339,10
30,21,1.4008e-05,10.3269,19
373,22,0.000129456,10.5618,18
550,22,0.000195774,10.553,16
34,16,1.553e-05,8.22951,14
118,16,3.2562e-05,8.47549,10
1449,25,0.00052675,10.8645,15
873,22,0.000333367,10.0839,14
808,23,0.000304559,9.78436,13
1167,25,0.000438376,10.5056,15
308,21,7.8759e-05,9.42476,15
41,13,1.7239e-05,6.08,7
533,23,0.00019324,11.0371,13
346,24,0.000127906,11.5,16
929,24,0.000369836,10.2885,14
117,16,5.8826e-05,8.69951,12
26,18,1.1717e-05,9.02083,16
666,23,0.000343745,10.136,13
1734,26,0.00110483,10.7851,14
1824,27,0.00141933,12.1416,17
231,22,0.000152782,11.4182,14
1807,26,0.00100098,10.7077,14
655,22,0.000654818,9.45545,12
2298,25,0.00227425,10.2244,13
76,14,4.6218e-05,7.45185,8
786,25,0.000738697,11.2696,19
609,21,0.000596597,9.22804,11
2231,26,0.00194657,10.6504,16
1757,24,0.00105666,9.85137,14
299,24,0.00021501,11.503,20
41,18,3.5585e-05,9.95946,14
543,23,0.000591978,10.6895,15
438,21,0.000487106,10.0621,11
2864,28,0.00273579,12.2559,16
221,20,0.000231225,9.78497,12
2849,27,0.00363094,11.0714,15
179,19,0.000101927,8.82792,11
1075,26,0.000786598,11.5799,16
177,18,0.000259058,8.58117,12
752,24,0.000472821,10.0917,16
182,18,9.1601e-05,8.1865,8
1355,24,0.000672964,10.0853,12
205,23,0.000138999,11.0603,17
712,24,0.000519462,10.5858,16
1421,27,0.00177592,12.0228,19
2186,25,0.00209975,9.91612,13
168,21,0.0003265,10.6818,15
39,22,5.4811e-05,12.0147,18
4038,28,0.00544347,11.1541,14
90,20,3.4724e-05,9.61688,16
2905,27,0.00513811,10.8626,17
2301,27,0.00268983,11.8772,15
698,25,0.00134171,10.8711,19
2190,24,0.00284753,9.48527,10
936,24,0.00122693,11.8384,16
238,22,0.00042915,9.92629,16
3038,27,0.00513866,10.957,15
1632,26,0.00275988,10.8184,18
4306,25,0.00583969,10.3003,11
739,26,0.000887526,11.9036,20
382,20,0.000704466,9.36435,14
2084,26,0.00270266,10.7022,16
99,16,0.000201828,7.52841,10
2764,27,0.00365398,11.4317,17
428,19,0.000540846,8.66071,11
715,25,0.00130396,13.0852,21
68,15,9.6824e-05,7.35246,11
34,17,5.599e-05,9.27419,13
121,15,0.000238205,7.37799,7
993,25,0.00148446,10.7449,17
163,17,0.000161072,8.92553,11
2389,27,0.00289782,11.712,17
369,20,0.000425181,8.33812,8
356,20,0.000258196,8.59302,12
1461,27,0.0011153,11.1426,21
854,26,0.000978322,11.4814,18
730,22,0.000633235,9.60016,12
257,22,0.000119794,11.3218,14
414,22,0.000317633,9.85248,12
181,19,0.000135527,9.89644,17
336,20,0.000325142,9.109,8
707,21,0.000907751,8.57759,9
1467,24,0.00169913,11.0388,14
1319,25,0.0016382,10.7828,13
