70436,22,0.0160673,0,12
98412,23,0.0143209,0,15
11718,17,0.0011205,0,13
134664,25,0.0148065,0,17
5209,16,0.000470131,0,10
59830,22,0.00608532,0,12
71614,22,0.00964022,0,14
42704,21,0.00420598,0,11
10486,17,0.0011174,0,7
55230,21,0.00574412,0,13
86288,23,0.0108027,0,15
87902,23,0.00985143,0,11
24271,19,0.00229913,0,13
67445,22,0.00781575,0,14
21294,19,0.0019751,0,13
67976,22,0.0110115,0,10
30932,20,0.00318207,0,10
51926,21,0.00628904,0,19
74010,22,0.00943873,0,18
57200,22,0.00575106,0,16
6175,16,0.00100088,0,14
4890,16,0.000922959,0,10
128087,25,0.0160006,0,15
59140,22,0.00699526,0,14
86044,23,0.00981344,0,13
124428,25,0.0130545,0,15
55828,21,0.00763292,0,15
1904,13,0.000536368,0,7
89286,23,0.0129516,0,13
96167,24,0.0103455,0,16
108997,24,0.0130865,0,14
6800,16,0.000684526,0,12
12237,18,0.00118668,0,16
91221,23,0.011272,0,13
146642,26,0.0181268,0,14
166169,27,0.0214785,0,17
61999,22,0.00893566,0,14
149038,26,0.0162146,0,14
66394,22,0.00772976,0,12
134964,25,0.0157432,0,13
3528,14,0.000369324,0,8
141058,25,0.0163839,0,19
51334,21,0.00515202,0,11
147235,26,0.0159259,0,16
96629,24,0.0106723,0,14
117820,24,0.0130664,0,20
12721,18,0.00116598,0,14
82402,23,0.00921286,0,15
55950,21,0.00615042,0,11
170358,28,0.0204731,0,16
41346,20,0.0041508,0,12
163708,27,0.0207467,0,15
25948,19,0.00277258,0,11
146431,26,0.0159959,0,16
16644,18,0.0016181,0,12
113398,24,0.012337,0,16
12763,18,0.00128687,0,8
102477,24,0.0111271,0,12
91593,23,0.0116974,0,17
116022,24,0.0132759,0,16
170975,27,0.0207642,0,19
132375,25,0.014241,0,13
43631,21,0.00433233,0,15
61343,22,0.00634839,0,18
173107,28,0.0238547,0,14
37323,20,0.00587489,0,16
166627,27,0.0204435,0,17
165544,27,0.0224668,0,15
136365,25,0.0158427,0,19
101428,24,0.0110477,0,10
99337,24,0.0111167,0,16
69657,22,0.00813889,0,16
169153,27,0.0214598,0,15
146614,26,0.0167108,0,18
136769,25,0.0148309,0,11
144168,26,0.0155213,0,20
32178,20,0.00335555,0,14
149505,26,0.0162904,0,16
6810,16,0.000687003,0,10
165286,27,0.0192147,0,17
20088,19,0.00187592,0,11
134133,25,0.0150914,0,21
3471,15,0.000333496,0,11
9452,17,0.000871867,0,13
4001,15,0.000366215,0,7
134421,25,0.0151283,0,17
10951,17,0.00102729,0,11
165164,27,0.0202355,0,17
32194,20,0.00376986,0,8
37083,20,0.00374907,0,12
163614,27,0.0202614,0,21
145000,26,0.0153013,0,18
68791,22,0.00779256,0,12
69185,22,0.00954069,0,14
66051,22,0.0076044,0,12
25603,19,0.00261776,0,17
30499,20,0.00311067,0,8
45472,21,0.00464648,0,9
106698,24,0.0132225,0,14
130566,25,0.0142211,0,13
