70436,22,0.0218306,0,12
98412,23,0.0112116,0,15
11718,17,0.00200201,0,13
134664,25,0.019848,0,17
5209,16,0.00111518,0,10
59830,22,0.0102138,0,12
71614,22,0.0110414,0,14
42704,21,0.00829698,0,11
10486,17,0.0056225,0,7
55230,21,0.0195991,0,13
86288,23,0.016913,0,15
87902,23,0.0119641,0,11
24271,19,0.00537479,0,13
67445,22,0.0139391,0,14
21294,19,0.00949091,0,13
67976,22,0.0121426,0,10
30932,20,0.00458569,0,10
51926,21,0.00738175,0,19
74010,22,0.0121649,0,18
57200,22,0.0166552,0,16
6175,16,0.00113795,0,14
4890,16,0.00216779,0,10
128087,25,0.0264962,0,15
59140,22,0.0067683,0,14
86044,23,0.01033,0,13
124428,25,0.0165876,0,15
55828,21,0.00669767,0,15
1904,13,0.000342626,0,7
89286,23,0.0104072,0,13
96167,24,0.0115125,0,16
108997,24,0.0214138,0,14
6800,16,0.00332872,0,12
12237,18,0.00457665,0,16
91221,23,0.0174009,0,13
146642,26,0.0219128,0,14
166169,27,0.024758,0,17
61999,22,0.00717882,0,14
149038,26,0.0194158,0,14
66394,22,0.0153489,0,12
134964,25,0.0215558,0,13
3528,14,0.000709552,0,8
141058,25,0.0157109,0,19
51334,21,0.00888267,0,11
147235,26,0.0233827,0,16
96629,24,0.0159532,0,14
117820,24,0.0159902,0,20
12721,18,0.00204399,0,14
82402,23,0.0145465,0,15
55950,21,0.0100514,0,11
170358,28,0.0208187,0,16
41346,20,0.00536885,0,12
163708,27,0.0224249,0,15
25948,19,0.00350325,0,11
146431,26,0.0160039,0,16
16644,18,0.00296967,0,12
113398,24,0.0194422,0,16
12763,18,0.00214426,0,8
102477,24,0.021127,0,12
91593,23,0.0148959,0,17
116022,24,0.0172011,0,16
170975,27,0.0239875,0,19
132375,25,0.0168238,0,13
43631,21,0.00692379,0,15
61343,22,0.0108377,0,18
173107,28,0.0244632,0,14
37323,20,0.00587944,0,16
166627,27,0.0274922,0,17
165544,27,0.0283907,0,15
136365,25,0.0221656,0,19
101428,24,0.0129588,0,10
99337,24,0.0210267,0,16
69657,22,0.00966273,0,16
169153,27,0.0256233,0,15
146614,26,0.0226785,0,18
136769,25,0.0240817,0,11
144168,26,0.0177482,0,20
32178,20,0.00586412,0,14
149505,26,0.0208104,0,16
6810,16,0.0012136,0,10
165286,27,0.0198224,0,17
20088,19,0.00323982,0,11
134133,25,0.0151875,0,21
3471,15,0.000646859,0,11
9452,17,0.000943965,0,13
4001,15,0.000868129,0,7
134421,25,0.0200836,0,17
10951,17,0.00177197,0,11
165164,27,0.0328866,0,17
32194,20,0.00931169,0,8
37083,20,0.00883406,0,12
163614,27,0.035683,0,21
145000,26,0.0183002,0,18
68791,22,0.0124815,0,12
69185,22,0.0138027,0,14
66051,22,0.0108489,0,12
25603,19,0.00627589,0,17
30499,20,0.00845574,0,8
45472,21,0.0138044,0,9
106698,24,0.0172768,0,14
130566,25,0.0175049,0,13
